translation_x	translation_y	translation_z	rotMatrix_11	rotMatrix_21	rotMatrix_31	rotMatrix_12	rotMatrix_22	rotMatrix_32	rotMatrix_13	rotMatrix_23	rotMatrix_33
-41.7204788686	-55.9917269841	621.6156893771	0.7574255814	-0.6417080632	-0.1204938286	0.5329517396	0.7142425588	-0.453674778	0.377188579	0.2794073058	0.8829850577
-42.3181592465	-56.2380768745	621.6380305703	0.7604706082	-0.6376498639	-0.1228148823	0.5285255297	0.7176664709	-0.4534473603	0.377280684	0.2799224196	0.8827787051
-42.6594791677	-56.5630719889	621.5875073636	0.7647953573	-0.6324423906	-0.1229056545	0.5243836937	0.7218775821	-0.4515694372	0.3743145006	0.2809084348	0.8837310900
-42.5362874824	-56.9912886598	621.5824574568	0.7702437584	-0.6261321262	-0.1211737354	0.5196093032	0.7262924846	-0.4500056422	0.3697706029	0.2836512958	0.8847661970
-42.2434353771	-58.1457423861	621.6194872677	0.7775605892	-0.6182466004	-0.1147511814	0.513275950	0.7294636013	-0.4521387251	0.3632400344	0.292666510	0.8845332187
-41.1401913922	-59.5465797924	621.9213913772	0.7897689389	-0.6042571217	-0.1055445649	0.502623613	0.7361146367	-0.4533262616	0.3516185995	0.3049742302	0.8850741186
-39.1699605155	-61.7867350767	622.3847095171	0.8054182622	-0.5855872055	-0.0915934890	0.4885330394	0.7433859286	-0.4568516961	0.3356157511	0.3232096454	0.8848155728
-36.3918963598	-64.0368654161	623.2067604984	0.8260179455	-0.5580051863	-0.0795327259	0.466110062	0.7555849852	-0.4602528804	0.3169172708	0.3431064253	0.8842184264
-33.4116060366	-66.4932561807	623.9767537639	0.8507726382	-0.5208926322	-0.0696924709	0.4344629267	0.7717407718	-0.4643896266	0.2956817187	0.3648118989	0.8828841688
-29.0888651038	-70.8278073481	625.202285744	0.8772163327	-0.4766983255	-0.0569743973	0.3963973999	0.7861272655	-0.4742068871	0.270842744	0.3933979485	0.8785656287
-24.6772329966	-73.400574453	626.0336017525	0.905614993	-0.4210191259	-0.0510331763	0.348500166	0.8073454471	-0.4761729707	0.2416793586	0.4134449022	0.8778691713
-17.8061337726	-76.354257405	626.8267905136	0.9308145448	-0.3630727445	-0.0419592494	0.2995648831	0.823648649	-0.4815218984	0.2093871765	0.4356388389	0.8754277825
-12.3316141506	-77.9901029224	627.2542760414	0.9526766186	-0.3015111335	-0.0386707388	0.2469132665	0.8417441817	-0.4801043497	0.1773076908	0.4478365608	0.8763569400
-6.6423489127	-79.590855518	627.7506007002	0.9692865036	-0.2430610863	-0.0374940771	0.1958325624	0.8550205095	-0.4801976288	0.1487755474	0.4581058288	0.8763592876
-1.0506892469	-80.4835400658	628.0278110307	0.981661563	-0.187404161	-0.0349468631	0.1483939674	0.8662721092	-0.4770240925	0.1196697847	0.463089942	0.8781957659
3.9863332591	-80.3003040708	627.9431703472	0.9901421219	-0.1358358227	-0.0341567813	0.1039694529	0.8761967162	-0.4706054948	0.0938531570	0.4624155771	0.8816819407
10.4533148403	-80.4829921213	628.2152791079	0.9957302392	-0.0882788314	-0.0270409561	0.0655700220	0.882336684	-0.4660286169	0.0649996841	0.4622652785	0.8843578769
14.095870158	-79.7970393066	628.0605215899	0.9987381239	-0.0425754460	-0.0266672113	0.0255986971	0.8880334713	-0.4590657788	0.0432262928	0.4578033444	0.8880028699
19.5823187223	-79.7143835189	628.1777764514	0.9998490156	-0.00594761850	-0.0163223483	-0.00215914910	0.8897334638	-0.4564752201	0.0172374954	0.4564418074	0.8895862417
23.4713626599	-78.9964108739	627.7532316712	0.9995853505	0.0260903039	-0.0123028678	-0.0288334582	0.8914038359	-0.4522918873	-0.0008336094	0.4524585714	0.8917866235
26.674825723	-78.7026322349	627.834388008	0.9986158067	0.0515743355	-0.0102828262	-0.0507072145	0.8924474776	-0.4482925634	-0.0139435028	0.4481936589	0.8938273025
30.1572518996	-78.0195507805	627.8703821125	0.9968910702	0.0780390131	-0.0106651753	-0.0746076796	0.8921835466	-0.4454682385	-0.0252485908	0.444879964	0.8952318947
33.2590939468	-77.8943231953	627.8253710972	0.9946579858	0.1027009064	-0.0104654764	-0.0965806780	0.8899674812	-0.4456793694	-0.0364577276	0.444309088	0.8951322518
36.3235115491	-77.2330771391	627.8099914491	0.9913221593	0.1306708908	-0.0142565930	-0.1233582001	0.8873801334	-0.4442286854	-0.0453967464	0.4421328418	0.8957988046
39.5382823894	-76.4531281115	627.7141696322	0.9867129349	0.1614676039	-0.0181213204	-0.1528095521	0.8842808283	-0.4412447127	-0.0552224111	0.4381503746	0.8972052603
43.1332018583	-75.7000137016	627.5449163027	0.9803692479	0.1960357956	-0.0210742746	-0.1853032587	0.8795978388	-0.4381439054	-0.0673549615	0.433448442	0.8986566370
47.1949961701	-74.7425750567	627.1856675779	0.9713251618	0.2367554771	-0.0217499651	-0.2223575725	0.8722409118	-0.4356060171	-0.0841608176	0.4279517014	0.8998738513
52.0084817104	-73.4686455018	626.7236374996	0.959537065	0.2807464717	-0.0216023680	-0.2620830337	0.8624303277	-0.4330428257	-0.1029447738	0.4211829604	0.9011125833
56.3976662154	-71.5617258589	625.9864892186	0.9436777539	0.330119192	-0.0222351859	-0.3073456766	0.8497233612	-0.4283794404	-0.1225225005	0.4110858644	0.9033257781
61.5562781471	-69.6260613288	625.3068293049	0.9276636386	0.3730573116	-0.0163390391	-0.3442262214	0.8373744912	-0.4246315564	-0.1447300052	0.3995398794	0.9052179061
66.2609848923	-67.731560525	624.2788376	0.9139236781	0.4057842077	-0.00923232150	-0.3718471081	0.8279352344	-0.419825515	-0.1627147412	0.387120930	0.9075594133
68.6372723002	-65.8984747442	623.3703136755	0.9002976731	0.4352505743	-0.00443532270	-0.3981861726	0.819431507	-0.4122856437	-0.1758131395	0.3729461692	0.9110429818
71.9501250266	-64.1051352848	622.3727642559	0.8914284685	0.4531421424	0.00379397610	-0.4130763169	0.8159988703	-0.4043674447	-0.1863318639	0.3588980598	0.9145867915
74.9854167058	-62.3700805707	621.4557115984	0.884790997	0.4658624984	0.0107404032	-0.424387603	0.8151124079	-0.3943176898	-0.1924524642	0.3443309176	0.9189103301
77.1182109859	-61.1598176947	620.4781937432	0.8768499848	0.4805910472	0.0128665427	-0.4391911216	0.8116273787	-0.3851910092	-0.1955622879	0.3321041441	0.9227467558
79.0465737577	-59.5835932234	619.5427988966	0.868701052	0.4950542636	0.0166759871	-0.4535845089	0.8085600375	-0.3748213316	-0.1990403558	0.3180437765	0.9269458475
81.0523166443	-57.7229604454	618.4489154562	0.8601780675	0.5096587109	0.0184243710	-0.4687973814	0.8044084706	-0.3649043155	-0.200797350	0.3052455726	0.9308611349
83.0006847317	-56.261627007	617.515900705	0.851864682	0.5234317304	0.0185965303	-0.483455987	0.7994719441	-0.3565320974	-0.2014877029	0.2947266867	0.9340981255
84.9230433137	-54.9373581695	616.6413898705	0.8450687847	0.5342181133	0.0216486373	-0.4944847396	0.796332826	-0.3483365754	-0.2033271999	0.2836634687	0.9371186953
86.4902662232	-53.3247224077	615.9731511834	0.8384484982	0.544366957	0.0258259789	-0.5044275816	0.7931268911	-0.3413242203	-0.2062890682	0.2731559825	0.9395897461
88.7670813254	-52.5879436784	615.4587720019	0.8312094214	0.555319029	0.0267084615	-0.514815937	0.7869413448	-0.3401298886	-0.2098984881	0.2689688506	0.9400001592
90.2982942036	-51.8172255781	615.0115145956	0.8257375683	0.5633763347	0.0276552478	-0.5225880486	0.782564661	-0.3383699188	-0.2122715494	0.2649522431	0.9406067747
91.4016473776	-51.5642260557	614.7555539732	0.8219075755	0.5688978832	0.0287046051	-0.5276322337	0.7793413599	-0.3379821043	-0.2146480878	0.2626447871	0.9407154498
92.2797236142	-51.4009203958	614.4297324874	0.8195737432	0.5721792344	0.0302058413	-0.5302106885	0.777331012	-0.3385762456	-0.217206047	0.261472110	0.9404556421
93.0584539228	-50.8437052949	614.1257429719	0.8181746605	0.5740395745	0.0326985995	-0.5317518034	0.7770831205	-0.3367219245	-0.2187010904	0.2581093884	0.9410362844
94.1014179308	-50.5741713761	613.7656307761	0.8155931186	0.5776455109	0.0336546375	-0.5347773288	0.7747227302	-0.3373686923	-0.2209525888	0.2571580642	0.9407702492
94.7165341768	-50.4910046412	613.4228161944	0.812537117	0.5819019418	0.0342370896	-0.5383924199	0.7717020439	-0.3385398325	-0.2234179529	0.2566436124	0.9403281508
95.2605234063	-50.2830846859	613.0735760266	0.8104349495	0.5848155509	0.0344626111	-0.5413859418	0.7701285512	-0.3373483008	-0.2238270733	0.2547409375	0.9407500156
95.8315395342	-49.9695778215	612.7444040947	0.8089806865	0.5866930759	0.0366107304	-0.5428231887	0.7694891855	-0.3364944729	-0.2255904326	0.2523441405	0.9409724719
96.3884272725	-50.0764993556	612.3577599864	0.8076112397	0.5885298591	0.0373667690	-0.544260650	0.7682591246	-0.3369836155	-0.2270322448	0.2518144137	0.9407683393
96.6928363194	-49.9866086288	611.9581629105	0.8074704923	0.5886380148	0.0386889241	-0.5441388071	0.7685465283	-0.3365253117	-0.2278258378	0.2506821304	0.9408794329
96.6710901006	-49.8941432503	611.5369074743	0.8071825612	0.5890521592	0.0383683321	-0.545083841	0.7687268764	-0.3345772878	-0.2265783387	0.2491513228	0.9415857406
96.5388113827	-49.9883669655	611.1909778733	0.8080928124	0.5878664193	0.0373678174	-0.544421835	0.7695863893	-0.333676997	-0.2249152905	0.2492982981	0.9419445255
95.8393280867	-50.3027652403	611.0504402714	0.8105580692	0.5845566766	0.0358747101	-0.5418699034	0.7717907718	-0.3327385282	-0.2221922882	0.2502645264	0.9423348887
94.8600162523	-51.1119704001	611.1367460015	0.8149210027	0.5784960703	0.0352849113	-0.5359743494	0.7753900448	-0.3339176818	-0.2205295365	0.2532044984	0.9419406665
94.0936857091	-52.252470619	611.3073055067	0.8211117977	0.569762939	0.0338418695	-0.5273028338	0.7799431242	-0.3371061775	-0.2184654532	0.2589572657	0.9408581218
92.372083388	-53.5476036903	611.564745987	0.829377455	0.5577676548	0.0320701932	-0.5155856258	0.786236966	-0.3405923758	-0.2151862526	0.2659448782	0.9396642092
91.4690555228	-54.8306681824	611.9930236843	0.8357678906	0.548254228	0.0301997210	-0.5060454599	0.7904338302	-0.3451569785	-0.2131045943	0.2731883479	0.9380608140
91.0486536758	-55.1866732487	612.1326476893	0.8379638476	0.5449382072	0.0292507067	-0.5029118781	0.7919305164	-0.3463013276	-0.2118774733	0.275478014	0.9376649970
87.6941231532	-57.4909098019	612.8976015777	0.854645460	0.5188741821	0.0187268275	-0.4795811154	0.8027191967	-0.3544623411	-0.1989536197	0.2939583229	0.9348825662
85.7721976241	-58.5466580425	613.4145131812	0.8630288781	0.5049780145	0.0132730573	-0.4676012408	0.8085421199	-0.3572226238	-0.1911214167	0.3020872183	0.9339234945
83.9590695285	-59.6253196821	613.9596023571	0.870770754	0.4915871683	0.0101589781	-0.4551361502	0.8136751817	-0.3616411421	-0.1860440744	0.3102821065	0.9322637056
82.0366859121	-61.0215822308	614.5845333831	0.8787419946	0.4772767458	0.00433471080	-0.442356749	0.8177929083	-0.3681509401	-0.1792547975	0.3215923204	0.9297555440
79.9580737176	-62.3348062304	615.1765583283	0.8856342341	0.4643780055	-0.002770926	-0.4313855073	0.820472203	-0.3751433141	-0.1719347578	0.3334345898	0.9269642917
78.2873164867	-64.0131934684	615.9444413701	0.8920016656	0.451948410	-0.00880281230	-0.4200575618	0.8215484963	-0.3855000469	-0.1669942233	0.3475641209	0.9226670414
76.1215607043	-64.9312652984	616.7389005335	0.8974929898	0.4407769651	-0.0148658279	-0.4108192288	0.8232862477	-0.3916972117	-0.1604121153	0.3576526263	0.9199732403
75.0028232901	-66.3873761105	617.6811107092	0.9041527552	0.4268925829	-0.0164416270	-0.3970463757	0.8254900882	-0.4011483598	-0.1576747442	0.3692273859	0.9158652763
72.8608333412	-67.1792056497	618.6492820383	0.9091019855	0.4160559654	-0.0207729715	-0.3878706015	0.827217032	-0.4065324365	-0.1519565487	0.3776366337	0.9134005488
71.195602558	-67.902444176	619.6023638148	0.9143960188	0.4041681134	-0.0229792095	-0.3770257581	0.8295698945	-0.4119045099	-0.1474157882	0.3853075829	0.9109371965
69.3386631035	-68.8181551027	620.6101851752	0.9190254178	0.3933539874	-0.0258440415	-0.3674132672	0.8309702161	-0.4177277859	-0.1428391754	0.3933972173	0.9082063606
67.7320839405	-69.050880313	621.4597215302	0.9238159973	0.3818017388	-0.0280952229	-0.357407593	0.833835416	-0.4206876866	-0.1371926384	0.3986799876	0.9067692423
65.882592851	-70.7327667747	622.3928680229	0.9299524915	0.3665451544	-0.0289131403	-0.3428825975	0.8361461034	-0.4281257394	-0.1327517143	0.4080497262	0.9032582515
62.8721945794	-71.1289402745	623.1929080514	0.9358040852	0.3508208197	-0.0345582484	-0.3309692724	0.8406166857	-0.428745655	-0.1213627335	0.4126599386	0.9027633822
60.2410025103	-71.4740956312	624.059162089	0.941829217	0.3337698642	-0.0394567116	-0.3176937269	0.845797787	-0.4285988509	-0.109680940	0.416201748	0.9026337310
57.3129574601	-72.0018055958	624.8936738191	0.9489726202	0.3123541928	-0.0434297439	-0.3002765804	0.8528988352	-0.4270801431	-0.0963590164	0.418328229	0.9031703041
54.7283918634	-72.3385614119	625.6586612722	0.9558575016	0.2901772345	-0.0462228931	-0.2815996377	0.8597237787	-0.4261184166	-0.0839108480	0.420324218	0.9034873722
51.8755111462	-73.103087631	626.4360256436	0.962282858	0.2676003369	-0.0489935017	-0.262409728	0.8655037865	-0.4266662197	-0.0717719204	0.4234302853	0.9030803155
49.3264533581	-73.4019870645	627.2007847307	0.9680759878	0.2454582304	-0.0508076274	-0.2432403158	0.8709571957	-0.4269284013	-0.0605417646	0.425657157	0.9028581959
47.0374036602	-73.5603571283	627.6876362124	0.9738697011	0.2210795527	-0.0519537840	-0.2217453724	0.8762908457	-0.4277185028	-0.0490332015	0.4280631052	0.9024163499
44.3826289151	-74.2529878029	628.1725642333	0.9788436116	0.197680570	-0.0528356859	-0.2009201172	0.8796678421	-0.4310636652	-0.0387350199	0.4325588782	0.9007754503
41.8112333121	-75.1406092039	628.5867915494	0.9834988882	0.1732578132	-0.0520887589	-0.1785235022	0.882687184	-0.4347331512	-0.0293428749	0.4368582075	0.8990525448
39.3522308303	-75.5377361508	628.9731389499	0.9878441811	0.1465178464	-0.0519533279	-0.1544280407	0.8865076111	-0.4361839662	-0.0178517231	0.4389042435	0.8983579913
36.6986972651	-75.8117048402	629.3448565994	0.991510078	0.1196786051	-0.0508319775	-0.129838909	0.8903244036	-0.4364219856	-0.006973382	0.4393171382	0.8983044930
33.9353200331	-76.1945966686	629.5223335636	0.9943799597	0.0930832703	-0.0504453372	-0.1057776936	0.8937149222	-0.4359869875	0.00450069270	0.438872791	0.8985383516
31.5578190974	-76.7963200601	629.5191506821	0.9963816158	0.0682194767	-0.0507053710	-0.0835961862	0.8944264429	-0.4393324447	0.0153812207	0.4419815051	0.8968929874
29.1918531043	-76.9408680885	629.1797660842	0.9976547042	0.0449155358	-0.0516741281	-0.0631300534	0.8955942759	-0.440369876	0.0264995949	0.4425987285	0.8963294909
26.8117139952	-76.9958194612	628.9074248843	0.9982974447	0.0226786237	-0.0536907988	-0.0439360843	0.898109951	-0.4375704843	0.0382967501	0.4391853753	0.8975770467
24.114357213	-76.9732028646	628.3485700281	0.9983313573	-0.0007462974	-0.0577021387	-0.0245176399	0.8996955599	-0.4358286327	0.0522396282	0.4365169434	0.8981757888
21.7693780009	-77.138355505	627.7583016574	0.9978985748	-0.0244430344	-0.0600164671	-0.00418733160	0.8998798498	-0.4361178818	0.0646676420	0.4354523699	0.8978865422
19.483306988	-76.6544851018	627.3382620731	0.9968542138	-0.0510296514	-0.0606394175	0.0200628919	0.9026899701	-0.429823476	0.0766723475	0.4272550798	0.9008740345
16.6435113819	-76.0569219993	626.8620065001	0.9950453756	-0.0780018509	-0.0616565514	0.0447287901	0.9049975797	-0.4230588276	0.0887983956	0.418204651	0.9040026438
14.0468581943	-75.5005543217	626.3191062757	0.9927481465	-0.1029829789	-0.0620060668	0.0676179373	0.9048766224	-0.4202690885	0.0993884027	0.4130286456	0.9052780816
13.2858499836	-75.6687568441	626.3178812299	0.9900734533	-0.1292738665	-0.0551571749	0.0944360303	0.9025262903	-0.4201524158	0.1040955359	0.4107733044	0.9057753444
11.1432506246	-75.4687236779	626.0175871902	0.986789590	-0.1520518648	-0.0559113459	0.1151699883	0.9011280879	-0.4179760712	0.1139373297	0.4060153342	0.9067355782
8.5156803054	-75.1234392011	625.5117769879	0.9829123848	-0.174749912	-0.0578210464	0.1348613291	0.8974916548	-0.4199060048	0.1252724499	0.4049332623	0.9057226085
6.4174623256	-74.5978211925	625.3184386028	0.9792235604	-0.194454237	-0.0575115109	0.1530289235	0.8947168703	-0.4195996283	0.133049444	0.4020808993	0.9058849738
3.9963486698	-73.603059679	625.2281385493	0.974947676	-0.214273383	-0.0597209023	0.1713471961	0.8946368002	-0.4126321673	0.1418445969	0.3920612819	0.9089393253
2.1080694085	-72.4712484824	625.1386503293	0.9705195238	-0.2326329773	-0.0630702363	0.1874937184	0.8930783779	-0.4089710922	0.1514668177	0.3850886481	0.9103673312
-1.1116420025	-71.4584062916	624.7798289184	0.9652920613	-0.2520436735	-0.0684229727	0.2032345487	0.8894766302	-0.4093003782	0.1640222159	0.381188998	0.9098286008
-2.372078356	-71.5982006724	624.9921283937	0.9600469778	-0.2717485998	-0.0667987526	0.2211523423	0.8830434259	-0.4139152997	0.1714671093	0.3826056568	0.9078609481
-4.83059867	-70.3710559417	624.960707501	0.9551725345	-0.2877261853	-0.0697298825	0.2354858112	0.8811270888	-0.4100752951	0.1794302819	0.3752718423	0.9093839166
-6.8809642504	-69.7908611306	625.1204153916	0.9485935577	-0.3086503515	-0.0700059626	0.2548675361	0.8761187586	-0.4092164291	0.1876383354	0.3703382816	0.9097454827
-9.4382927216	-69.573938366	625.2880573747	0.9413299927	-0.3301852973	-0.0698372276	0.2745680063	0.8695771112	-0.4104244215	0.1962449664	0.3671696307	0.9092173446
-12.0713082064	-68.7789131038	625.4522664903	0.9348514564	-0.3480975349	-0.0698608288	0.2909988737	0.8639782332	-0.4109271585	0.2034009838	0.3638267797	0.9089871839
-14.3508556261	-68.4546182443	625.564415279	0.9272045618	-0.3683661673	-0.0678135632	0.309712808	0.8558346431	-0.414276607	0.2106426839	0.3631163879	0.9076215078
-16.0980841374	-68.2641599861	625.7192256576	0.9192762763	-0.3882060704	-0.0650080680	0.3281477076	0.8470694237	-0.418081682	0.2173681976	0.3630005126	0.9060797134
-18.8660048837	-67.3346192997	625.7922297113	0.9110987643	-0.4065815291	-0.0677307940	0.3440895323	0.8407136507	-0.4180937053	0.2269314041	0.3576198754	0.9058734337
-20.6853736993	-66.1848595116	626.0289813104	0.9033983162	-0.4227858718	-0.0715760408	0.3582844397	0.8359520355	-0.4157119181	0.235591259	0.3499088699	0.9066752701
-22.7755491257	-65.0936792518	626.2956668921	0.896111391	-0.4374987617	-0.0746850006	0.3719538021	0.8320933331	-0.411425393	0.2421429825	0.3409036657	0.9083776547
-25.0263856199	-63.0329374042	626.6926086053	0.8899289298	-0.4489922273	-0.0802027102	0.3832177539	0.831428793	-0.4023307314	0.247326271	0.3273112397	0.9119740839
-27.1304622901	-62.0914855809	626.9404190047	0.8833699435	-0.4609659831	-0.0846626855	0.3936347399	0.8277709635	-0.3998083825	0.2543794068	0.319852832	0.9126800895
-29.0845572285	-61.4134331294	627.1496236239	0.8780021939	-0.4706150846	-0.0873612688	0.402513878	0.8247017639	-0.3973028863	0.2590236553	0.3136682296	0.9135192996
-30.6248473841	-60.1548261684	627.3594280274	0.8733398625	-0.4790152279	-0.0884412258	0.4115728269	0.8227578749	-0.3920168374	0.2605477653	0.3059640581	0.9156968423
-32.1736241712	-58.1685865528	627.5632911607	0.8685803679	-0.4870824464	-0.0911972680	0.4211458724	0.8225528762	-0.3821553405	0.2611556848	0.2935250748	0.9195861776
-33.8164039302	-57.1630206678	627.9049739781	0.8643017987	-0.4941248882	-0.0939232673	0.428367156	0.8210186699	-0.3773983663	0.263594694	0.285952638	0.9212747248
-35.295330795	-56.4787818952	628.1528320118	0.8605161469	-0.5004657295	-0.0950879911	0.434838132	0.818863868	-0.3746692325	0.2653731562	0.2810608635	0.9222673407
-37.1453649446	-55.9473922724	628.6082941181	0.8562617676	-0.506862514	-0.0995570880	0.4399018441	0.8165581363	-0.3737916121	0.2707551954	0.2762683052	0.9221570641
-38.7583640789	-54.942296503	628.9794725092	0.852594479	-0.5120290311	-0.1044344966	0.4452439656	0.816399670	-0.3677622185	0.2735651577	0.2670529784	0.9240358475
-39.7354144136	-53.0521618435	629.2719355649	0.8490526496	-0.5162952135	-0.112012355	0.4500537972	0.8178914629	-0.3584759428	0.2766932621	0.253952927	0.9267937947
-41.6762479406	-52.1568065482	629.5569083637	0.8442331608	-0.5219018025	-0.122021957	0.4538985968	0.8172480567	-0.355080296	0.2850392032	0.244384696	0.9268385445
-43.3520454255	-50.3370716308	629.8239806604	0.8385595457	-0.5274916313	-0.1362763204	0.4581125496	0.8180851349	-0.3476628721	0.2948749724	0.2291064928	0.9276634252
-45.5106977856	-48.9396087672	630.2835995971	0.8334493873	-0.5308965976	-0.1533343394	0.4593590057	0.8198591256	-0.3417900324	0.307167730	0.2144292106	0.9271832024
-47.5024637045	-47.9094455168	630.5506248125	0.8264084073	-0.5370783073	-0.1691086209	0.4627298567	0.8189080496	-0.3395163507	0.3208312288	0.2023273859	0.9252747745
-48.5789586431	-45.8829766888	630.7571045183	0.8202380439	-0.5420578379	-0.1827123401	0.467676554	0.8194045717	-0.3314437145	0.3293770221	0.1864125976	0.9256144715
-49.9723496349	-44.610843786	631.0196801678	0.8111813161	-0.5515507873	-0.1943592943	0.4762411894	0.8159326195	-0.3277923585	0.3393782585	0.1733372028	0.9245404330
-51.3416846068	-43.0079438751	631.2123208751	0.7997154729	-0.564303487	-0.2049793914	0.4878960026	0.8097988065	-0.3258577584	0.3498747476	0.1605848865	0.9229300307
-52.8568054753	-41.2061526695	631.3493747207	0.7850808225	-0.5819292103	-0.2121454408	0.5048124995	0.7996125287	-0.3252446689	0.3589034682	0.1482494914	0.9215257173
-54.0408945784	-39.4881290381	631.537944878	0.7710273537	-0.5984663346	-0.2176060641	0.521413222	0.7894887188	-0.3237820337	0.3655701972	0.1361819437	0.9207656717
-56.1134367892	-38.1606100606	631.5864951618	0.7556121579	-0.6161033039	-0.2224044821	0.5380360899	0.7774486031	-0.3257141539	0.3735815693	0.1264515174	0.9189355816
-57.3171692662	-36.4501754104	631.9269648446	0.7407632817	-0.6327577252	-0.2255868388	0.5543232438	0.7654529806	-0.3268154608	0.3794711344	0.1170451123	0.9177717145
-58.783910162	-35.4886184222	631.9617404162	0.7282860197	-0.6463515372	-0.2276528953	0.567554348	0.7550964576	-0.3281920349	0.3840272706	0.1098117827	0.9167659855
-59.1912204234	-33.6979201465	632.0575865516	0.7182639973	-0.6569623989	-0.2291216963	0.5798899958	0.7472200234	-0.3246384449	0.3844794548	0.1003105219	0.9176673508
-61.2017853393	-33.2906310351	632.1326088825	0.7062810707	-0.6688088247	-0.2320856506	0.5894376307	0.7371335315	-0.3304502323	0.3920863822	0.0965912776	0.9148441403
-61.6415603025	-31.9548277491	632.3256125857	0.7010370522	-0.6735020789	-0.2343974228	0.5960483023	0.7338381037	-0.3258950439	0.391500866	0.0887524482	0.9158873012
-62.3329893271	-31.1213091835	632.3892153858	0.6953131269	-0.6783437582	-0.2374669464	0.6019703687	0.730178338	-0.3232202227	0.3926477691	0.0817915062	0.9160452061
-62.9420783917	-30.6031124687	632.7455613391	0.6924153648	-0.6808232579	-0.2388316099	0.604453560	0.7281274786	-0.3232127116	0.3939505369	0.0794347694	0.9156927718
-63.8372729228	-30.0107369833	632.7832600894	0.6873358113	-0.6852687867	-0.2407790856	0.6086352384	0.724300492	-0.3239625577	0.3963976856	0.0761240222	0.9149166677
-64.740466579	-29.7495871366	633.0511529665	0.6818982818	-0.6902150326	-0.2421135187	0.6129828811	0.7198436875	-0.3256948916	0.3990835008	0.0736796071	0.9139499947
-65.824311846	-29.4219889861	633.2295675945	0.6778707064	-0.6936670518	-0.2435455208	0.6157368239	0.7166868945	-0.3274544125	0.401690189	0.0720112207	0.9129375580
-66.2675138731	-28.6655409231	633.1866500856	0.6750709287	-0.6961807754	-0.2441535745	0.6193029544	0.7146012218	-0.3252844374	0.4009289392	0.0683847612	0.9135537090
-67.3831432113	-28.3567279363	633.4035471118	0.6717273745	-0.6986379609	-0.2463494517	0.621239564	0.7124054754	-0.3264036674	0.4035388758	0.0662124977	0.9125635291
-68.0327653434	-28.5040302	633.5700723737	0.6704995845	-0.7000740139	-0.2456093243	0.6220696665	0.7109003587	-0.3280991945	0.4042973125	0.0672036129	0.9121535362
-68.8819931804	-27.5100273014	633.662593262	0.6688134031	-0.7002560902	-0.249656387	0.6233182244	0.7112141804	-0.3250346696	0.4051666929	0.0617718098	0.9121520055
-69.1673700049	-27.5510034968	633.7189915905	0.6697676489	-0.699284676	-0.2498207848	0.622257240	0.7121258858	-0.3250716772	0.4052214671	0.0622693055	0.9120939423
-68.8643331163	-27.6481733294	633.5242377759	0.6718983166	-0.697726303	-0.2484556119	0.6211718529	0.7135564595	-0.3240091856	0.4033569274	0.0633675390	0.9128452293
-68.8131879037	-28.4450031033	633.3827560153	0.6765205709	-0.6939329201	-0.2465233132	0.6167409023	0.7168200664	-0.3252672214	0.4024262592	0.0680081644	0.9129207773
-68.1795571254	-28.8578222371	633.1243151085	0.6814797444	-0.6900644227	-0.243712518	0.6136402964	0.7202651497	-0.323516573	0.3987849747	0.0709180798	0.9142973887
-68.2162223637	-29.9486370932	632.926842635	0.6872012927	-0.6848546262	-0.2423356367	0.6073284002	0.7246415511	-0.3256465144	0.3986269951	0.0766070271	0.9139063487
-67.6253194089	-29.9586858807	632.842425579	0.6962197836	-0.6764098837	-0.2403111461	0.6007811624	0.7322912098	-0.3206435497	0.3928642698	0.0788643413	0.9162097907
-66.3295320454	-30.9390064536	632.4828714151	0.7050426071	-0.669593761	-0.2335733268	0.595030121	0.7377529224	-0.3188408833	0.3858130196	0.0858125745	0.9185761428
-65.0292747617	-31.655696855	632.1202754948	0.7144602568	-0.6618308017	-0.2269893363	0.5882848405	0.7438519962	-0.3171818828	0.3787671103	0.0930789863	0.9207979369
-63.5231411832	-33.1844381921	632.0149262568	0.724618864	-0.6534518055	-0.2189204366	0.5795563909	0.749704967	-0.3194610663	0.372878239	0.1046105936	0.9219624582
-61.995158127	-35.6688159071	631.8023969965	0.7343848401	-0.6459248689	-0.2084663939	0.5704357282	0.7538161329	-0.3261340841	0.3678034509	0.1205910522	0.9220497977
-60.4001124332	-37.2425601059	631.5906493438	0.7496655855	-0.6304917418	-0.2012079174	0.5557682562	0.7648089346	-0.3258684462	0.3593429869	0.1324676953	0.9237581575
-58.2982378336	-39.9253695233	631.5949114292	0.7678537208	-0.6116127858	-0.1905995771	0.5359098863	0.7762688216	-0.3319733499	0.3509956699	0.1527626499	0.9238302461
-56.0800695423	-42.7582956676	631.5904194843	0.7915178636	-0.583723690	-0.1810129011	0.507107989	0.7926112862	-0.3385381766	0.3410857575	0.1761662971	0.9233766688
-52.7293285233	-47.3752848358	631.6291476476	0.8191412415	-0.5490361064	-0.1660286407	0.4712824558	0.8092174513	-0.3507990864	0.3269545259	0.2091071732	0.9216147367
-49.0317825161	-51.7698875439	631.7019420432	0.8482009217	-0.5081210329	-0.1495561529	0.4307533494	0.8260362819	-0.3634764911	0.3082288985	0.2438795427	0.9195194508
